type,name,latitude_deg,longitude_deg,iata_code
medium_airport,City of Colorado Springs Municipal Airport,38.805801,-104.700996,COS
medium_airport,Columbia Regional Airport,38.8181,-92.219597,COU
large_airport,Çukurova International Airport,36.890908,35.070522,COV
medium_airport,Aviador C. Campos Airport,-40.075401,-71.137299,CPC
medium_airport,Coober Pedy Airport,-29.038312,134.722166,CPD
medium_airport,Ingeniero Alberto Acuña Ongay International Airport,19.81679916,-90.50029755,CPE
large_airport,Copenhagen Kastrup Airport,55.61790085,12.65600014,CPH
medium_airport,Desierto de Atacama Airport,-27.26119995,-70.77919769,CPO
medium_airport,Casper-Natrona County International Airport,42.908001,-106.463997,CPR
large_airport,Cape Town International Airport,-33.96480179,18.60169983,CPT
medium_airport,Presidente João Suassuna Airport,-7.269662,-35.896057,CPV
medium_airport,Benjamin Rivera Noriega Airport,18.312954,-65.303893,CPX
medium_airport,Shahrekord Airport,32.29719925,50.84220123,CQD
medium_airport,Calais-Dunkerque Airport,50.962101,1.95476,CQF
medium_airport,Ciudad Real International Airport,38.856479,-3.969944,CQM
medium_airport,Chongqing Xiannüshan Airport,29.465658,107.693664,CQW
medium_airport,Craiova International Airport,44.3181,23.888599,CRA
medium_airport,Santa Ana Airport,4.75818,-75.9557,CRC
medium_airport,General E. Mosconi Airport,-45.7853,-67.4655,CRD
medium_airport,Grand Strand Airport,33.81169891,-78.72389984,CRE
medium_airport,Jacksonville Executive at Craig Airport,30.3362999,-81.51439667,CRG
medium_airport,Colonel Hill Airport,22.7456,-74.182404,CRI
medium_airport,Clark International Airport / Clark Air Base,15.186,120.559998,CRK
medium_airport,Brussels South Charleroi Airport,50.460982,4.457158,CRL
medium_airport,Catarman National Airport,12.50161,124.635258,CRM
medium_airport,Corpus Christi International Airport,27.770399,-97.501198,CRP
medium_airport,Caravelas Airport,-17.6523,-39.253101,CRQ
medium_airport,Crotone Sant'Anna Pythagoras Airport,38.9972,17.0802,CRV
medium_airport,Yeager Airport,38.3731,-81.593201,CRW
medium_airport,Türkmenabat International Airport,38.930662,63.563982,CRZ
medium_airport,Caransebeş Airport,45.420142,22.252507,CSB
medium_airport,Columbus Metropolitan Airport,32.5163002,-84.93890381,CSG
medium_airport,Cap Skirring Airport,12.39533,-16.748,CSK
medium_airport,Crossville Memorial Airport Whitson Field,35.95131,-85.08499,CSV
large_airport,Changsha Huanghua International Airport,28.189199,113.220001,CSX
medium_airport,Cheboksary Airport,56.090302,47.347301,CSY
large_airport,Catania-Fontanarossa Airport,37.466801,15.0664,CTA
medium_airport,Cut Bank International Airport,48.608657,-112.378183,CTB
medium_airport,Coronel Felipe Varela International Airport,-28.593117,-65.7512,CTC
medium_airport,Alonso Valderrama Airport,7.98784,-80.409837,CTD
medium_airport,Rafael Nuñez International Airport,10.4424,-75.513,CTG
medium_airport,Charleville Airport,-26.41329956,146.2619934,CTL
medium_airport,Chetumal International Airport,18.504985,-88.328018,CTM
medium_airport,Cooktown Airport,-15.443649,145.183221,CTN
large_airport,New Chitose Airport,42.7752,141.692001,CTS
medium_airport,Le Castellet Airport,43.252499,5.78519,CTT
large_airport,Chengdu Shuangliu International Airport,30.558257,103.945966,CTU
medium_airport,Jim Hamilton L.B. Owens Airport,33.97050095,-80.99520111,CUB
medium_airport,Camilo Daza International Airport,7.92757,-72.5115,CUC
medium_airport,Mariscal Lamar Airport,-2.88947,-78.984398,CUE
medium_airport,Cuneo International Airport,44.547001,7.62322,CUF
medium_airport,Caye Caulker Airport,17.735015,-88.032862,CUK
medium_airport,Bachigualato Federal International Airport,24.76504,-107.475228,CUL
medium_airport,Cumaná (Antonio José de Sucre) Airport,10.450333,-64.13047,CUM
large_airport,Cancún International Airport,21.039444,-86.874304,CUN
medium_airport,General Francisco Bermúdez Airport,10.660014,-63.261681,CUP
medium_airport,Coen Airport,-13.761133,143.113311,CUQ
large_airport,Hato International Airport,12.1889,-68.959801,CUR
medium_airport,Cutral-Co Airport,-38.939701,-69.264603,CUT
medium_airport,General Roberto Fierro Villalobos International Airport,28.7029,-105.964996,CUU
large_airport,Alejandro Velasco Astete International Airport,-13.53569984,-71.938797,CUZ
medium_airport,Cleve Airport,-33.709702,136.505005,CVC
medium_airport,Coveñas Airport,9.40092,-75.6913,CVE
large_airport,Cincinnati Northern Kentucky International Airport,39.048801,-84.667801,CVG
medium_airport,General Mariano Matamoros International Airport,18.833922,-99.261818,CVJ
medium_airport,General Pedro Jose Mendez International Airport,23.70330048,-98.95649719,CVM
medium_airport,Clovis Municipal Airport,34.426594,-103.078794,CVN
medium_airport,Corvallis Municipal Airport,44.49720001,-123.2900009,CVO
medium_airport,Carnarvon Airport,-24.880091,113.670752,CVQ
medium_airport,Coventry Airport,52.369701,-1.47972,CVT
medium_airport,Central Wisconsin Airport,44.777448,-89.670238,CWA
medium_airport,Afonso Pena Airport,-25.5285,-49.1758,CWB
medium_airport,Chernivtsi International Airport,48.25930023,25.98080063,CWC
medium_airport,Cangyuan Washan Airport,23.276331,99.373169,CWJ
medium_airport,Cardiff International Airport,51.396702,-3.34333,CWL
medium_airport,Cowra Airport,-33.846894,148.648007,CWT
medium_airport,Corowa Airport,-35.994701,146.356995,CWW
medium_airport,Caicara del Orinoco Airport,7.62551,-66.162804,CXA
medium_airport,Cox's Bazar Airport,21.45219994,91.96389771,CXB
medium_airport,Cassidy International Airport,1.986278,-157.350011,CXI
medium_airport,Hugo Cantergiani Regional Airport,-29.197183,-51.187647,CXJ
medium_airport,Conroe-North Houston Regional Airport,30.351801,-95.414497,CXO
medium_airport,Tunggul Wulung Airport,-7.64506,109.033997,CXP
medium_airport,Cam Ranh International Airport / Cam Ranh Air Base,11.9982,109.219002,CXR
medium_airport,Les Cayes Airport,18.27109909,-73.78829956,CYA
medium_airport,Charles Kirkconnell International Airport,19.687,-79.882797,CYB
medium_airport,Caye Chapel Airport,17.683792,-88.044985,CYC
medium_airport,Corryong Airport,-36.18280029,147.8880005,CYG
medium_airport,Chiayi Airport,23.462577,120.390544,CYI
medium_airport,Vilo Acuña International Airport,21.61650085,-81.54599762,CYO
medium_airport,Calbayog Airport,12.07269955,124.5449982,CYP
medium_airport,Captain Rogelio Castillo National Airport,20.545998,-100.886539,CYW
medium_airport,Cherskiy Airport,68.74060059,161.3379974,CYX
medium_airport,Cauayan Airport,16.92989922,121.7529984,CYZ
medium_airport,José Leonardo Chirinos Airport,11.414944,-69.680901,CZE
medium_airport,Cape Romanzof LRRS Airport,61.78030014,-166.0390015,CZF
medium_airport,Corozal Airport,18.3822,-88.411903,CZH
medium_airport,Mohamed Boudiaf International Airport,36.27600098,6.620389938,CZL
large_airport,Cozumel International Airport,20.514922,-86.928538,CZM
medium_airport,Cruzeiro do Sul Airport,-7.59991,-72.769501,CZS
medium_airport,Las Brujas Airport,9.33274,-75.2856,CZU
medium_airport,Changzhou Benniu International Airport,31.920485,119.77546,CZX
medium_airport,Daytona Beach International Airport,29.179899,-81.058098,DAB
large_airport,Hazrat Shahjalal International Airport,23.843347,90.397783,DAC
medium_airport,Da Nang International Airport,16.0439,108.198997,DAD
medium_airport,Barstow Daggett Airport,34.85369873,-116.7870026,DAG
large_airport,Damascus International Airport,33.41149902,36.5155983,DAM
medium_airport,Danville Regional Airport,36.572899,-79.336098,DAN
large_airport,Julius Nyerere International Airport,-6.87811,39.202599,DAR
medium_airport,Daru Airport,-9.08676,143.207993,DAU
medium_airport,Enrique Malek International Airport,8.391,-82.434998,DAV
medium_airport,James M Cox Dayton International Airport,39.902401,-84.219398,DAY
medium_airport,El Alamein International Airport,30.924324,28.46161,DBB
medium_airport,Baicheng Chang'an Airport,45.505278,123.019722,DBC
medium_airport,Dhanbad Airport,23.834,86.425301,DBD
medium_airport,Dubbo City Regional Airport,-32.21670151,148.5749969,DBO
medium_airport,Dubuque Regional Airport,42.402,-90.709503,DBQ
medium_airport,Darbhanga Airport,26.192801,85.916901,DBR
medium_airport,Dubrovnik Ruđer Bošković Airport,42.562247,18.265543,DBV
large_airport,Ronald Reagan Washington National Airport,38.8521,-77.037697,DCA
medium_airport,Canefield Airport,15.336693,-61.392108,DCF
medium_airport,Castres-Mazamet Airport,43.556301,2.28918,DCM
medium_airport,Duncan Town Airport,22.181801,-75.7295,DCT
medium_airport,Daocheng Yading Airport,29.31632,100.060317,DCY
medium_airport,Dodge City Regional Airport,37.76340103,-99.96559906,DDC
medium_airport,Dandong Langtou Airport,40.025453,124.28669,DDG
medium_airport,Rikaze Dingri Airport,28.604567,86.798,DDR
medium_airport,Dera Ghazi Khan Airport,29.96100044,70.48590088,DEA
medium_airport,Debrecen International Airport,47.488899,21.615299,DEB
medium_airport,Decatur Airport,39.83459854,-88.86569977,DEC
medium_airport,Dehradun Jolly Grant Airport,30.189243,78.176651,DED
medium_airport,Dezful Airport,32.434399,48.397598,DEF
large_airport,Indira Gandhi International Airport,28.55563,77.09519,DEL
large_airport,Denver International Airport,39.86169815,-104.6729965,DEN
medium_airport,Coleman A. Young Municipal Airport,42.40919876,-83.00990295,DET
medium_airport,Deir ez-Zor Airport,35.2854,40.175999,DEZ
large_airport,Dallas Fort Worth International Airport,32.896801,-97.038002,DFW
medium_airport,Dangriga Airport,16.98251,-88.230988,DGA
medium_airport,Mudgee Airport,-32.564794,149.609452,DGE
large_airport,General Guadalupe Victoria International Airport,24.125468,-104.527938,DGO
medium_airport,Sibulan Airport,9.334183,123.30191,DGT
medium_airport,Kangra Airport,32.164902,76.263018,DHM
medium_airport,Dothan Regional Airport,31.32130051,-85.44960022,DHN
medium_airport,Dalhart Municipal Airport,36.02259827,-102.5469971,DHT
large_airport,Dhoho International Airport,-7.750278,111.947222,DHX
medium_airport,Doha International Airport,25.261101,51.565102,DIA
medium_airport,Dibrugarh Airport,27.48390007,95.01689911,DIB
medium_airport,Arrachart Airport,-12.3494,49.291698,DIE
medium_airport,Diqing Shangri-La Airport,27.7936,99.6772,DIG
medium_airport,Dijon-Bourgogne Airport,47.268902,5.09,DIJ
medium_airport,Dickinson Theodore Roosevelt Regional Airport,46.797533,-102.801905,DIK
medium_airport,Presidente Nicolau Lobato International Airport,-8.546562,125.524507,DIL
medium_airport,Dien Bien Phu Airport,21.39749908,103.0080032,DIN
medium_airport,Aba Tenna Dejazmach Yilma International Airport,9.624699593,41.85419846,DIR
medium_airport,Ngot Nzoungou Airport,-4.20635,12.6599,DIS
medium_airport,Diyarbakır Airport,37.893902,40.201,DIY
medium_airport,Djerba Zarzis International Airport,33.875,10.7755,DJE
medium_airport,Djanet Inedbirene Airport,24.292801,9.45244,DJG
large_airport,Dortheys Hiyo Eluay International Airport,-2.579627,140.519857,DJJ
medium_airport,Daloa Airport,6.79281,-6.47319,DJO
medium_airport,Léopold Sédar Senghor International Airport,14.7397,-17.4902,DKR
medium_airport,Dikson Airport,73.517807,80.379669,DKS
medium_airport,Douala International Airport,4.006080151,9.719479561,DLA
large_airport,Dalian Zhoushuizi International Airport,38.965719,121.538477,DLC
medium_airport,Dole-Jura Airport,47.038955,5.427589,DLE
medium_airport,Dillingham Airport,59.04470062,-158.5050049,DLG
medium_airport,Duluth International Airport,46.842098,-92.193604,DLH
medium_airport,Lien Khuong Airport,11.750556,108.366997,DLI
large_airport,Dalaman International Airport,36.71310043,28.79249954,DLM
medium_airport,Columbia Gorge Regional Airport,45.620979,-121.170777,DLS
medium_airport,Dali Fengyi Airport,25.649401,100.319,DLU
medium_airport,Dalanzadgad Airport,43.608628,104.367734,DLZ
medium_airport,Taraz Airport,42.85359955,71.3035965,DMB
large_airport,Domodedovo International Airport,55.408798,37.9063,DME
large_airport,Don Mueang International Airport,13.91259956,100.6070023,DMK
large_airport,King Fahd International Airport,26.471201,49.797901,DMM
medium_airport,Deming Municipal Airport,32.26229858,-107.7210007,DMN
medium_airport,Dimapur Airport,25.88389969,93.77110291,DMU
medium_airport,Dundee Airport,56.45249939,-3.02583003,DND
medium_airport,Dunhuang Mogao International Airport,40.161098,94.809196,DNH
medium_airport,Dnipro International Airport,48.357201,35.100601,DNK
medium_airport,Deniliquin Airport,-35.55939865,144.9459991,DNQ
medium_airport,Dinard-Pleurtuit-Saint-Malo Airport,48.5877,-2.07996,DNR
medium_airport,Çardak Airport,37.78559875,29.70129967,DNZ
medium_airport,Dodoma Airport,-6.17044,35.752602,DOD
medium_airport,Dongola Airport,19.15390015,30.43009949,DOG
large_airport,Hamad International Airport,25.273056,51.608056,DOH
medium_airport,Deauville-Normandie Airport,49.365237,0.154481,DOL
medium_airport,Douglas-Charles Airport,15.547,-61.299999,DOM
medium_airport,Dongying Shengli Airport,37.50137,118.789863,DOY
medium_airport,Dupage Airport,41.90779877,-88.24859619,DPA
medium_airport,Dipolog Airport,8.601983,123.341875,DPL
medium_airport,Devonport Airport,-41.16970062,146.4299927,DPO
large_airport,Denpasar I Gusti Ngurah Rai International Airport,-8.748409,115.167123,DPS
large_airport,Duqm International Airport,19.501944,57.634167,DQM
medium_airport,Desert Rock Airport,36.6194,-116.032997,DRA
medium_airport,Derby Airport,-17.37193,123.66221,DRB
medium_airport,Deering Airport,66.068901,-162.766914,DRG
medium_airport,Beauregard Regional Airport,30.831699,-93.339897,DRI
medium_airport,Dirranbandi Airport,-28.587912,148.217161,DRN
medium_airport,Durango La Plata County Airport,37.151501,-107.753998,DRO
medium_airport,Bicol International Airport,13.111915,123.676829,DRP
medium_airport,Dresden Airport,51.134123,13.767831,DRS
medium_airport,Del Rio International Airport,29.37420082,-100.927002,DRT
large_airport,Darwin International Airport / RAAF Darwin,-12.41497,130.88185,DRW
medium_airport,Destin Executive Airport,30.400101,-86.471497,DSI
medium_airport,Dera Ismael Khan Airport,31.909401,70.896599,DSK
medium_airport,Des Moines International Airport,41.534,-93.663101,DSM
medium_airport,Ordos Ejin Horo Airport,39.493514,109.8599,DSN
medium_airport,Sondok Airport,39.745201,127.473999,DSO
large_airport,Blaise Diagne International Airport,14.670878,-17.072829,DSS
medium_airport,Daet Airport,14.1292,122.980003,DTE
medium_airport,Dortmund Airport,51.518299,7.61224,DTM
medium_airport,Wudalianchi Dedu Airport,48.441037,126.128374,DTU
large_airport,Detroit Metropolitan Wayne County Airport,42.21377,-83.353786,DTW
medium_airport,Durant Regional Airport - Eaker Field,33.939675,-96.395072,DUA
large_airport,Dublin Airport,53.428713,-6.262121,DUB
medium_airport,Dunedin International Airport,-45.928101,170.197998,DUD
medium_airport,Dundo Airport,-7.400889874,20.81850052,DUE
medium_airport,Bisbee Douglas International Airport,31.46899986,-109.6039963,DUG
medium_airport,DuBois Regional Airport,41.17829895,-78.8986969,DUJ
medium_airport,Pinang Kampai Airport,1.609114,101.433492,DUM
large_airport,King Shaka International Airport,-29.61444444,31.11972222,DUR
large_airport,Düsseldorf Airport,51.289501,6.76678,DUS
medium_airport,Tom Madsen (Dutch Harbor) Airport,53.89881,-166.544996,DUT
medium_airport,Devils Lake Regional Airport,48.115454,-98.908796,DVL
large_airport,Francisco Bangoy International Airport,7.12552,125.646004,DVO
medium_airport,Dwangwa Airport,-12.517527,34.131877,DWA
large_airport,Al Maktoum International Airport,24.896356,55.161389,DWC
medium_airport,King Salman Abdulaziz Airport,24.4499,44.121201,DWD
large_airport,Dubai International Airport,25.25279999,55.36439896,DXB
medium_airport,Danbury Municipal Airport,41.371656,-73.482227,DXR
medium_airport,Dysart Airport,-22.6222,148.363998,DYA
medium_airport,Ugolny Yuri Ryktheu Airport,64.734902,177.740997,DYR
medium_airport,Dushanbe Airport,38.543301,68.824997,DYU
medium_airport,Dzaoudzi Pamandzi International Airport,-12.809319,45.281815,DZA
medium_airport,Dazhou Jinya Airport,31.048815,107.435646,DZH
medium_airport,Zhezkazgan National Airport,47.708953,67.738094,DZN
medium_airport,Santa Bernardina International Airport,-33.358898,-56.499199,DZO
medium_airport,Najran Domestic Airport,17.611401,44.419201,EAM
medium_airport,Kearney Regional Airport,40.727001,-99.006798,EAR
medium_airport,San Sebastián Airport,43.356499,-1.79061,EAS
medium_airport,Pangborn Memorial Airport,47.398899,-120.207001,EAT
medium_airport,Chippewa Valley Regional Airport,44.86579895,-91.48429871,EAU
medium_airport,Marina di Campo Airport,42.760871,10.239811,EBA
large_airport,Entebbe International Airport,0.042386,32.443501,EBB
medium_airport,El-Obeid Airport,13.1532,30.2327,EBD
medium_airport,El Bagre Airport,7.59647,-74.8089,EBG
medium_airport,Esbjerg Airport,55.525902,8.5534,EBJ
medium_airport,Erbil International Airport,36.23759842,43.96319962,EBL
medium_airport,El Borma Airport,31.7043,9.25462,EBM
medium_airport,Saint-Étienne-Bouthéon Airport,45.5406,4.29639,EBU
medium_airport,Elizabeth City Regional Airport & Coast Guard Air Station,36.260601,-76.174599,ECG
medium_airport,Echuca Airport,-36.15719986,144.7619934,ECH
medium_airport,Nicosia (Lefkoşa) Ercan International Airport,35.152337,33.506584,ECN
medium_airport,Northwest Florida Beaches International Airport,30.357106,-85.795414,ECP
large_airport,Edinburgh Airport,55.950145,-3.372288,EDI
medium_airport,Eldoret International Airport,0.4044579864,35.23889923,EDL
medium_airport,La Roche-sur-Yon Airport,46.7019,-1.37863,EDM
medium_airport,Balıkesir Koca Seyit Airport,39.5546,27.0138,EDO
medium_airport,Planalto Serrano Regional Airport,-27.634128,-50.358253,EEA
medium_airport,Needles Airport,34.7663002,-114.6230011,EED
medium_airport,Dillant Hopkins Airport,42.898399,-72.270798,EEN
medium_airport,Berenice International Airport / Banas Cape Air Base,23.980437,35.460277,EES
medium_airport,Ellington Airport,29.6072998,-95.15879822,EFD
medium_airport,Kefallinia Airport,38.12009811,20.50049973,EFL
medium_airport,Bergerac Dordogne Périgord Airport,44.825298,0.518611,EGC
medium_airport,Eagle County Regional Airport,39.64260101,-106.9179993,EGE
medium_airport,El Jora Airport,31.078138,34.153131,EGH
medium_airport,Belgorod International Airport,50.64379883,36.59009933,EGO
medium_airport,Egilsstaðir Airport,65.28330231,-14.40139961,EGS
medium_airport,Egegik Airport,58.184386,-157.374873,EGX
medium_airport,El Bolson Airport,-41.943199,-71.532303,EHL
medium_airport,Cape Newenham LRRS Airport,58.64640045,-162.0630035,EHM
large_airport,Ezhou Huahu Airport,30.341178,115.03926,EHU
medium_airport,Eisenach-Kindel Airport,50.991604,10.47973,EIB
medium_airport,Yeniseysk Airport,58.474201,92.112503,EIE
medium_airport,Yeysk Airport,46.68,38.21,EIK
large_airport,Eindhoven Airport,51.45009995,5.374529839,EIN
medium_airport,Terrance B. Lettsome International Airport,18.445492,-64.541707,EIS
medium_airport,Yariguíes Airport,7.02433,-73.8068,EJA
medium_airport,Al Wajh Domestic Airport,26.198601,36.476398,EJH
medium_airport,Ekibastuz Airport,51.5909996,75.21499634,EKB
medium_airport,Elkins-Randolph County Regional Airport,38.889759,-79.857651,EKN
medium_airport,Elko Regional Airport,40.82490158,-115.7919998,EKO
medium_airport,Eskilstuna Airport,59.351101,16.708401,EKT
medium_airport,Las Flores Airport,9.04554,-73.9749,ELB
medium_airport,Elcho Island Airport,-12.01939964,135.5709991,ELC
medium_airport,South Arkansas Regional Airport at Goodwin Field,33.221001,-92.813301,ELD
medium_airport,El Fasher Airport,13.61489964,25.32460022,ELF
medium_airport,El Golea Airport,30.580732,2.861595,ELG
medium_airport,North Eleuthera Airport,25.47489929,-76.6835022,ELH
medium_airport,Elmira Corning Regional Airport,42.15990067,-76.89160156,ELM
medium_airport,El Paso International Airport,31.807199,-106.377998,ELP
medium_airport,Gassim Airport,26.302799,43.774399,ELQ
medium_airport,King Phalo Airport,-33.035599,27.825899,ELS
medium_airport,Guemar Airport,33.51139832,6.776790142,ELU
medium_airport,Ely Airport Yelland Field,39.29970169,-114.8420029,ELY
medium_airport,East Midlands Airport,52.8311,-1.32806,EMA
medium_airport,Emerald Airport,-23.56749916,148.1790009,EMD
medium_airport,Emmonak Airport,62.78609848,-164.4909973,EMK
medium_airport,Kenai Municipal Airport,60.570946,-151.245174,ENA
medium_airport,Nancy-Essey Airport,48.692101,6.23046,ENC
medium_airport,Enontekio Airport,68.36260223,23.42429924,ENF
medium_airport,Enshi Xujiaping Airport,30.320299,109.485001,ENH
medium_airport,Enniskillen/St Angelo Airport,54.398899,-7.65167,ENK
medium_airport,Nenana Municipal Airport,64.548772,-149.074516,ENN
large_airport,Lieutenant Amin Ayub González International Airport,-27.227537,-55.837584,ENO
medium_airport,Twente Airport,52.275833,6.889167,ENS
medium_airport,Akanu Ibiam International Airport,6.474269867,7.56196022,ENU
medium_airport,Wendover Airport,40.71870041,-114.0309982,ENV
medium_airport,Kenosha Regional Airport,42.59569931,-87.92780304,ENW
medium_airport,Yan'an Nanniwan Airport,36.479413,109.464083,ENY
medium_airport,Enrique Olaya Herrera Airport,6.219686,-75.590597,EOH
medium_airport,Eday Airport,59.19060135,-2.772219896,EOI
medium_airport,El Dorado Airport,6.71573,-61.638786,EOR
medium_airport,Elorza Airport,7.059677,-69.4967,EOZ
medium_airport,El Palomar Airport,-34.6099,-58.6126,EPA
medium_airport,Épinal-Mirecourt Airport,48.325001,6.06998,EPL
medium_airport,Esperance Airport,-33.684399,121.822998,EPR
medium_airport,Pärnu Airport,58.41899872,24.4727993,EPU
medium_airport,Esquel Brigadier Antonio Parodi International Airport,-42.908001,-71.139503,EQS
medium_airport,Erzincan Airport,39.71020126,39.52700043,ERC
medium_airport,Berdyansk Airport,46.814999,36.758099,ERD
medium_airport,Erfurt-Weimar Airport,50.979801,10.9581,ERF
medium_airport,Moulay Ali Cherif Airport,31.94750023,-4.398330212,ERH
medium_airport,Erenhot Saiwusu International Airport,43.4225,112.096667,ERL
medium_airport,Eros Airport,-22.61219978,17.08040047,ERS
medium_airport,Erzurum International Airport,39.956501,41.1702,ERZ
large_airport,Esenboğa International Airport,40.128101,32.995098,ESB
medium_airport,Delta County Airport,45.723199,-87.088623,ESC
medium_airport,Orcas Island Airport,48.708199,-122.910004,ESD
medium_airport,Esler Army Airfield / Esler Regional Airport,31.394266,-92.294082,ESF
large_airport,Doctor Luis Maria Argaña International Airport,-22.046499,-60.6217,ESG
medium_airport,Brighton City Airport,50.835602,-0.297222,ESH
medium_airport,Elista Airport,46.37390137,44.33089828,ESL
medium_airport,Carlos Concha Torres International Airport,0.978519,-79.626602,ESM
medium_airport,Ricardo García Posada Airport,-26.3111,-69.765198,ESR
medium_airport,Essaouira-Mogador Airport,31.397499,-9.68167,ESU
large_airport,Ramon International Airport,29.727009,35.014116,ETM
medium_airport,Santa Rosa - Artillery Colonel Victor Larrea International Airport,-3.441986,-79.996957,ETR
medium_airport,Metz-Nancy-Lorraine Airport,48.982101,6.25132,ETZ
medium_airport,Hassan I Airport,27.142467,-13.224947,EUN
medium_airport,Evelio Javier Airport,10.766644,121.932506,EUQ
medium_airport,F. D. Roosevelt Airport,17.49650002,-62.97940063,EUX
medium_airport,"Harstad/Narvik Airport, Evenes",68.49130249,16.67810059,EVE
large_airport,Zvartnots International Airport,40.14730072,44.39590073,EVN
medium_airport,Evansville Regional Airport,38.03699875,-87.53240204,EVV
medium_airport,Evanston-Uinta County Airport-Burns Field,41.27479935,-111.0350037,EVW
medium_airport,New Bedford Regional Airport,41.67610168,-70.95690155,EWB
medium_airport,Coastal Carolina Regional Airport,35.07300186,-77.04290009,EWN
large_airport,Newark Liberty International Airport,40.692501,-74.168701,EWR
medium_airport,Exeter International Airport,50.734261,-3.413984,EXT
medium_airport,Beloyarskiy Airport,63.686901,66.698601,EYK
medium_airport,El Yopal Airport,5.31911,-72.384,EYP
medium_airport,Key West International Airport,24.556101,-81.759598,EYW
large_airport,Minister Pistarini International Airport,-34.8222,-58.5358,EZE
medium_airport,Elazığ Airport,38.597974,39.28348,EZS
medium_airport,Berezovo Airport,63.92100143,65.03050232,EZV
medium_airport,Farnborough Airport,51.275799,-0.776333,FAB
medium_airport,Vágar Airport,62.063256,-7.275782,FAE
medium_airport,Fairbanks International Airport,64.815102,-147.856003,FAI
large_airport,Faro Airport,37.01440048,-7.965909958,FAO
medium_airport,Hector International Airport,46.92070007,-96.81580353,FAR
medium_airport,Fresno Yosemite International Airport,36.776199,-119.718002,FAT
medium_airport,Fakarava Airport,-16.05410004,-145.6569977,FAV
medium_airport,Fayetteville Regional Airport - Grannis Field,34.991199,-78.880302,FAY
medium_airport,Fasa Airport,28.8918,53.723301,FAZ
medium_airport,Lubumbashi International Airport,-11.59130001,27.53089905,FBM
medium_airport,Glacier Park International Airport,48.3105011,-114.2559967,FCA
medium_airport,Ficksburg Sentraoes Airport,-28.82309914,27.90889931,FCB
medium_airport,Sea-Airport Cuxhaven/Nordholz / Nordholz Naval Airbase,53.767689,8.659201,FCN
large_airport,Rome–Fiumicino Leonardo da Vinci International Airport,41.804532,12.251998,FCO
large_airport,Martinique Aimé Césaire International Airport,14.591,-61.003201,FDF
medium_airport,Friedrichshafen Airport,47.671299,9.51149,FDH
medium_airport,Bandundu Airport,-3.31132,17.381701,FDU
medium_airport,Findlay Airport,41.01350021,-83.66870117,FDY
medium_airport,Fergana International Airport,40.358799,71.745003,FEG
medium_airport,Fernando de Noronha Airport,-3.854471,-32.423302,FEN
large_airport,Fes Saïss International Airport,33.927299,-4.97796,FEZ
medium_airport,Fangatau Airport,-15.820044,-140.888071,FGU
medium_airport,Sierra Vista Municipal Airport / Libby Army Air Field,31.587383,-110.348225,FHU
large_airport,Ndjili International Airport,-4.38575,15.4446,FIH
medium_airport,Fitzroy Crossing Airport,-18.183596,125.559783,FIZ
medium_airport,Fujairah International Airport,25.1122,56.324001,FJR
medium_airport,Karlsruhe Baden-Baden Airport,48.7794,8.0805,FKB
medium_airport,Bangoka International Airport,0.4816389978,25.33799934,FKI
medium_airport,Fukui Airport,36.14279938,136.223999,FKJ
medium_airport,Venango Regional Airport,41.37789917,-79.86039734,FKL
medium_airport,Fakfak Airport,-2.920508,132.267011,FKQ
medium_airport,Fukushima Airport,37.22740173,140.4309998,FKS
medium_airport,Gustavo Artunduaga Paredes Airport,1.58919,-75.5644,FLA
medium_airport,Flagstaff Pulliam International Airport,35.1385,-111.670998,FLG
large_airport,Fort Lauderdale Hollywood International Airport,26.072599,-80.152702,FLL
large_airport,Hercílio Luz International Airport,-27.670279,-48.552502,FLN
medium_airport,Florence Regional Airport,34.1853981,-79.72389984,FLO
large_airport,"Florence Airport, Peretola",43.808558,11.202822,FLR
medium_airport,Flores Airport,39.45529938,-31.13139915,FLW
medium_airport,Dr. Ferdinand Lumban Tobing Airport,1.557127,98.887145,FLZ
medium_airport,Formosa National Airport,-26.2127,-58.2281,FMA
medium_airport,Tipton Airport,39.08539963,-76.75939941,FME
medium_airport,Kalemie Airport,-5.87556,29.25,FMI
medium_airport,Memmingen Allgau Airport,47.98880005,10.23950005,FMM
medium_airport,Four Corners Regional Airport,36.741199,-108.230003,FMN
medium_airport,Münster Osnabrück Airport,52.134602,7.68483,FMO
large_airport,Lungi International Airport,8.61644,-13.1955,FNA
medium_airport,Neubrandenburg Trollenhagen Airport,53.6022,13.306,FNB
large_airport,Madeira International Airport Cristiano Ronaldo,32.697899,-16.7745,FNC
medium_airport,Nîmes-Arles-Camargue Airport,43.757401,4.41635,FNI
large_airport,Pyongyang Sunan International Airport,39.224098,125.669998,FNJ
medium_airport,Northern Colorado Regional Airport,40.44969,-105.011272,FNL
medium_airport,Bishop International Airport,42.9654007,-83.74359894,FNT
large_airport,Fuzhou Changle International Airport,25.934669,119.66318,FOC
medium_airport,Fort Dodge Regional Airport,42.552624,-94.191237,FOD
medium_airport,Topeka Regional Airport,38.950901,-95.663597,FOE
medium_airport,Foggia Gino Lisa Airport,41.433596,15.534566,FOG
medium_airport,Foumban Nkounja Airport,5.63692,10.7508,FOM
large_airport,Pinto Martins International Airport,-3.775833,-38.532222,FOR
medium_airport,Forrest Airport,-30.83662,128.112811,FOS
